기사 제목,이모티콘 수,댓글 수,게시된 시간,기자 이름,구독 수,응원 수,이미지 title,원본기사주소
"이재명 ""탄핵, 함부로 언급할 수 없어""","['41', '2', '3', '1', '12']",132,오후 7:13,nul,0,0,한국경제TV,https://n.news.naver.com/mnews/article/215/0001162565?sid=100
"대통령실 ""의대 학칙개정 완료해달라""…의료계에 만남 제안도","['8', '0', '4', '0', '1']",45,오후 7:13,정제윤,"2,868","1,583",JTBC,https://n.news.naver.com/mnews/article/437/0000393316?sid=100
한동훈 곧 공개 행보…유튜브 방송·북콘서트 검토,"['28', '1', '713', '0', '23']",519,오후 7:12,안보겸,"1,160","6,379",채널A,https://n.news.naver.com/mnews/article/449/0000275350?sid=100
“AI산업·윤리 균형 논의 마지막 기회”,"['0', '0', '0', '0', '0']",0,오후 7:12,홍주형,874,"1,065",세계일보,https://n.news.naver.com/mnews/article/022/0003934165?sid=100
"안철수, 文 회고록 출간에 ""회고록 아니라 참회록 써야"" 맹비난","['2', '0', '99', '0', '0']",0,오후 7:12,김효진,"1,911",586,아이뉴스24,https://n.news.naver.com/mnews/article/031/0000837641?sid=100
"尹부부, '100년만의 사리반환' 기념식 참석…김여사, 169일만에 외부활동","['4', '0', '8', '0', '4']",55,오후 7:11,홍연주,"3,055","5,815",TV조선,https://n.news.naver.com/mnews/article/448/0000459201?sid=100
"개혁신당 새 당 대표에 허은아…""대통령 만드는 정당될 것""","['5', '1', '8', '0', '2']",12,오후 7:09,박지호,431,338,TV조선,https://n.news.naver.com/mnews/article/448/0000459200?sid=100
"'친문 핵심' 김경수 일시 귀국, 정치현안엔 '침묵'…친명계 ""예의주시""","['8', '0', '0', '1', '0']",21,오후 7:08,장세희,547,756,TV조선,https://n.news.naver.com/mnews/article/448/0000459199?sid=100
"[인터뷰] 개혁신당 새 대표 허은아 ""작지만 가장 단단한 정당…지방선거에서 돌풍 일으킬 것""","['35', '1', '54', '1', '9']",164,오후 7:07,안나경,"3,886","10,742",JTBC,https://n.news.naver.com/mnews/article/437/0000393313?sid=100
"김 여사, 사리 반환식 참석…불교계 영부인 역할론 부각","['5', '1', '5', '0', '38']",226,오후 7:07,정제윤,"2,868","1,583",JTBC,https://n.news.naver.com/mnews/article/437/0000393312?sid=100
文 회고록 ‘영부인 첫 단독 외교’ 논란,"['55', '0', '3', '0', '2']",0,오후 7:06,김나현,801,"1,235",세계일보,https://n.news.naver.com/mnews/article/022/0003934163?sid=100
"개혁신당, 새 대표에 허은아 선출","['0', '0', '0', '0', '0']",0,오후 7:06,nul,0,0,KBS,https://n.news.naver.com/mnews/article/056/0011723812?sid=100
5·18 정신 헌법 전문 수록… 민주 “원 포인트” 국힘 “포괄 개헌”,"['0', '0', '0', '0', '2']",13,오후 7:06,최우석,945,"1,293",세계일보,https://n.news.naver.com/mnews/article/022/0003934162?sid=100
"윤 대통령 부부, 회암사 사리 반환 기념식 참석","['0', '0', '0', '0', '0']",1,오후 7:04,nul,0,0,KBS,https://n.news.naver.com/mnews/article/056/0011723810?sid=100
"침묵 깬 한동훈 ""해외직구 KC인증 과도한 규제""…與 당권주자들도 비판 가세","['0', '0', '16', '0', '2']",19,오후 7:04,이태희,"1,623","2,211",TV조선,https://n.news.naver.com/mnews/article/448/0000459197?sid=100
‘친노·친문 적자’ 김경수 귀국에 ‘술렁’,"['0', '0', '0', '0', '0']",0,오후 7:04,nul,0,0,채널A,https://n.news.naver.com/mnews/article/449/0000275345?sid=100
이재명 “약속 안 지키면 범죄”라더니,"['0', '0', '0', '0', '0']",0,오후 7:04,nul,0,0,채널A,https://n.news.naver.com/mnews/article/449/0000275344?sid=100
"'친이준석' 허은아 대표 ""개혁신당 대통령 반드시 탄생시키겠다""","['5', '0', '26', '0', '3']",0,오후 7:04,최용락,"1,950",464,프레시안,https://n.news.naver.com/mnews/article/002/0002332210?sid=100
"검찰, ""김건희 책 분리수거장서 주웠다"" 주장한 아파트 주민 소환","['15', '4', '21', '2', '219']",548,오후 7:04,박세열,"8,337","3,113",프레시안,https://n.news.naver.com/mnews/article/002/0002332209?sid=100
"文 딸 문다혜, ‘300만 원’ 썼다 지웠다","['0', '0', '0', '0', '0']",0,오후 7:03,nul,0,0,채널A,https://n.news.naver.com/mnews/article/449/0000275343?sid=100
‘타지마할 논란’ 입 연 文…“첫 단독 외교”,"['1', '0', '0', '0', '0']",1,오후 7:03,nul,0,0,채널A,https://n.news.naver.com/mnews/article/449/0000275342?sid=100
"개혁신당 새 대표에 허은아 ""2027년 젊은 대통령 만들겠다""","['1', '1', '9', '0', '2']",5,오후 7:03,배성수,"2,836","2,529",한국경제,https://n.news.naver.com/mnews/article/015/0004986327?sid=100
한동훈 ‘복귀 시동’…尹과 관계 설정 어떻게?,"['0', '0', '1', '0', '0']",1,오후 7:03,nul,0,0,채널A,https://n.news.naver.com/mnews/article/449/0000275341?sid=100
"윤 대통령 ""경제적 불평등이 자유 민주주의 위기 불러""","['0', '0', '1', '0', '0']",49,오후 7:03,도병욱,"1,957",251,한국경제,https://n.news.naver.com/mnews/article/015/0004986325?sid=100
"한동훈, 직구 제한 비판하며 ‘몸풀기’","['0', '0', '2', '1', '0']",0,오후 7:02,nul,0,0,채널A,https://n.news.naver.com/mnews/article/449/0000275340?sid=100
‘직구 규제’ 비판 합류한 한동훈… 전대 출마 몸풀기?,"['0', '0', '9', '0', '2']",0,오후 7:02,유지혜,"3,010","3,337",세계일보,https://n.news.naver.com/mnews/article/022/0003934161?sid=100
"곽상언 “1인당 세금이 얼만데 25만원 못 주나, 尹 균형감각 없는 듯… 檢인사 코미디” [22대 당선자에게 듣는다]","['0', '0', '4', '1', '4']",243,오후 7:02,김현우,"2,100","2,350",세계일보,https://n.news.naver.com/mnews/article/022/0003934159?sid=100
“우원식 뽑은 89명 색출” 수박몰이 부활… 이재명 연임론도 확산,"['175', '4', '11', '2', '8']",551,오후 7:02,배민영,"3,897","2,209",세계일보,https://n.news.naver.com/mnews/article/022/0003934158?sid=100
"""김정은 대변인…회고록 아닌 참회록 써야""","['0', '0', '10', '0', '2']",4,오후 7:02,정소람,"2,187","2,266",한국경제,https://n.news.naver.com/mnews/article/015/0004986324?sid=100
개혁신당 새 대표 허은아… “대통령 만들 것”,"['3', '1', '5', '0', '0']",10,오후 7:02,김나현,801,"1,235",세계일보,https://n.news.naver.com/mnews/article/022/0003934157?sid=100
"'親盧 적자' 김경수 일시 귀국, 비명계 뭉치나","['0', '0', '0', '0', '0']",0,오후 7:02,배성수,"2,836","2,529",한국경제,https://n.news.naver.com/mnews/article/015/0004986323?sid=100
"‘친문 적자’ 김경수, 노무현 추도식 참석차 귀국… “아직 더 배워야”","['6', '1', '0', '0', '0']",25,오후 7:01,배민영,"3,897","2,209",세계일보,https://n.news.naver.com/mnews/article/022/0003934156?sid=100
추미애 탈락에 당원 탈당 후폭풍... 놀란 이재명의 '당심 달래기',"['154', '4', '14', '5', '8']",0,오후 7:01,우태경,"2,016","2,250",한국일보,https://n.news.naver.com/mnews/article/469/0000802113?sid=100
“80개 품목 해외직구 금지 사실 아니야…혼선드려 사과”,"['0', '0', '0', '0', '1']",4,오후 7:00,정새배,"1,345",643,KBS,https://n.news.naver.com/mnews/article/056/0011723807?sid=100
"""김건희 여사가 선물받은 책 주웠다"" 주장한 아파트 주민, 21일 검찰 조사","['19', '0', '4', '0', '14']",156,오후 6:56,이소진,"3,355",278,아시아경제,https://n.news.naver.com/mnews/article/277/0005420107?sid=100
"정부, ‘안전인증 없는 제품 해외직구 금지’ 발표 사흘 만에 사실상 철회","['2', '0', '0', '0', '1']",5,오후 6:55,박준상,409,480,국민일보,https://n.news.naver.com/mnews/article/005/0001697061?sid=100
"배현진 ""文 참 재밌는 분…능청맞게 '영부인 단독외교'라니""","['2', '0', '85', '1', '4']",0,오후 6:53,김효진,"1,911",586,아이뉴스24,https://n.news.naver.com/mnews/article/031/0000837638?sid=100
"'이탈 전공의' 처분은?...""행동변화에 달려""","['3', '0', '0', '0', '0']",25,오후 6:47,nul,0,0,한국경제TV,https://n.news.naver.com/mnews/article/215/0001162563?sid=100
‘秋탈락’ 후폭풍에 당심 달래는 이재명… 당 장악력 강화 나섰나,"['34', '0', '5', '1', '1']",56,오후 6:46,하종훈,"2,519","1,655",서울신문,https://n.news.naver.com/mnews/article/081/0003451738?sid=100
"경기둘레길 중 '숲길' 걸어봐요, 경기관광공사 체험행사 진행","['0', '0', '0', '0', '0']",0,오후 6:46,황영민,770,647,이데일리,https://n.news.naver.com/mnews/article/018/0005743452?sid=100
"'친문 적자' 김경수 일시 귀국, 비명계 구심점 되나 '野 술렁'","['2', '0', '0', '0', '0']",0,오후 6:45,정용환,"2,358","1,571",중앙일보,https://n.news.naver.com/mnews/article/025/0003361207?sid=100
"윤, 21일 '채상병 특검' 거부권 예고….야권 반대에 정국 급랭","['2', '0', '2', '0', '5']",20,오후 6:42,김승민,"2,232",602,뉴시스,https://n.news.naver.com/mnews/article/003/0012554168?sid=100
"개혁신당 새 대표에 허은아…""2027년엔 대통령 탄생시킬 것""","['11', '1', '16', '0', '0']",64,오후 6:42,이원석,"1,003","2,201",시사저널,https://n.news.naver.com/mnews/article/586/0000078903?sid=100
"5·18 정신 헌법 수록에 공감했지만… 여야, 동상이몽 속 난항","['4', '1', '1', '0', '0']",27,오후 6:42,하종훈,"2,519","1,655",서울신문,https://n.news.naver.com/mnews/article/081/0003451736?sid=100
"北, 중러 정상회담 소식 보도...""한반도 정세 격화 반대""","['0', '0', '0', '0', '0']",0,오후 6:41,김대근,619,399,YTN,https://n.news.naver.com/mnews/article/052/0002037303?sid=100
"'친문' 김경수 귀국 ""현실 정치 언급 부적절""","['1', '0', '2', '0', '0']",6,오후 6:40,조성은,503,530,더팩트,https://n.news.naver.com/mnews/article/629/0000289038?sid=100
"한동훈, 현안에 목소리 세웠다…당권 도전에 크게 한걸음","['5', '2', '112', '1', '5']",0,오후 6:39,한상희,"4,901","4,008",뉴스1,https://n.news.naver.com/mnews/article/421/0007548404?sid=100
귀국 김경수 “현실정치 언급 부적절…文 전대통령 찾아뵐 것”,"['9', '0', '0', '0', '1']",22,오후 6:35,이범수,"7,075","1,540",서울신문,https://n.news.naver.com/mnews/article/081/0003451735?sid=100
"""새 대원 줄어든 스카우트, 도전·협동의 정신 다시 일깨울 때"" [fn이 만난 사람]","['0', '0', '1', '0', '0']",0,오후 6:34,정지우,"2,130",662,파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0005187089?sid=100
"전공의 이탈 3개월, 전임의는 복귀 중","['1', '0', '2', '0', '0']",25,오후 6:34,조영미,884,690,부산일보,https://n.news.naver.com/mnews/article/082/0001270584?sid=100
"베를린 시장, 일본에 '소녀상 철거 시사'…외교부 ""관여 바람직 않아""","['0', '1', '0', '0', '17']",23,오후 6:33,허고운,"1,591","1,130",뉴스1,https://n.news.naver.com/mnews/article/421/0007548402?sid=100
"이재명에 ""연임"" 외친 당원들…李, 즉답 않고 웃기만","['64', '2', '17', '1', '0']",181,오후 6:33,고상민,"2,328",500,연합뉴스,https://n.news.naver.com/mnews/article/001/0014695403?sid=100
노무현 추도식에 친문·비명 집결… 김경수 귀국,"['4', '1', '2', '0', '0']",16,오후 6:32,박장군,"1,923","2,218",국민일보,https://n.news.naver.com/mnews/article/005/0001697055?sid=100
해외직구 규제 논란에 각 세운 與 당권주자들,"['2', '0', '9', '0', '1']",0,오후 6:31,정소람,"2,187","2,266",한국경제,https://n.news.naver.com/mnews/article/015/0004986263?sid=100
개혁신당 새 당대표에 허은아... 홍철호 정무수석도 참석해 축사,"['2', '1', '12', '1', '1']",8,오후 6:31,손영하,"2,649","2,171",한국일보,https://n.news.naver.com/mnews/article/469/0000802112?sid=100
'친문' 김경수 일시 귀국… 비명 구심점 되나,"['0', '0', '1', '0', '0']",5,오후 6:30,최아영,641,737,파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0005187088?sid=100
"추미애 탈락 이변에… 이재명 ""당원 권한 두배 늘리겠다""","['26', '0', '7', '0', '1']",78,오후 6:29,최아영,641,737,파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0005187087?sid=100
"개혁신당 새 대표 허은아 ""대통령 만드는 당 될 것""","['2', '0', '2', '0', '0']",4,오후 6:29,정경수,"2,461","1,031",파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0005187086?sid=100
대중 앞에 선 김건희 여사…169일 만에 동반행사,"['0', '0', '0', '0', '0']",0,오후 6:29,김학재,"5,904","2,250",파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0005187085?sid=100
장외투쟁 펴는 범야…'채상병 특검법' 수용 압박,"['0', '0', '1', '0', '0']",1,오후 6:29,정경수,"2,461","1,031",파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0005187084?sid=100
길 잃은 메·가·시·티,"['0', '0', '0', '0', '1']",6,오후 6:28,김종우,"1,855",760,부산일보,https://n.news.naver.com/mnews/article/082/0001270583?sid=100
김준혁·양문석·공영운 文 정부 출신 아닌데 오보…매일신문 정정보도,"['1', '0', '12', '0', '24']",61,오후 6:28,박서연,"2,957","3,363",미디어오늘,https://n.news.naver.com/mnews/article/006/0000123978?sid=100
"윤 대통령, 여 PK초선 만나 ""거부권 · 예산편성 당 의견 적극 듣겠다""","['0', '0', '0', '0', '0']",1,오후 11:55,윤나라,"1,759",651,SBS,https://n.news.naver.com/mnews/article/055/0001156613?sid=100
軍 고위급 개인 이메일 해킹당해 경찰 수사…北 소행인 듯,"['4', '0', '0', '0', '2']",0,오후 11:48,윤보람,"1,272",592,연합뉴스,https://n.news.naver.com/mnews/article/001/0014697596?sid=100
"尹대통령, 與 PK초선 만나 ""거부권·예산편성 당 의견 적극 듣겠다""(종합)","['0', '0', '3', '0', '0']",28,오후 11:43,최평천,"2,318","1,624",연합뉴스,https://n.news.naver.com/mnews/article/001/0014697594?sid=100
"윤, 여 PK 초선 만찬 ""당 의견 적극 수용…책임정치 하겠다""(종합)","['1', '0', '1', '0', '0']",5,오후 11:43,하지현,"2,000","1,366",뉴시스,https://n.news.naver.com/mnews/article/003/0012556457?sid=100
"尹, 국힘 PK 초선과 만찬…""국가와 국민 위해 일해달라""","['4', '0', '4', '0', '0']",23,오후 11:38,조현기,"3,004","13,247",뉴스1,https://n.news.naver.com/mnews/article/421/0007550824?sid=100
"백은종, 8시간반 조사…""김 여사 소환 후 나머지 증거 제출""","['0', '0', '3', '0', '2']",0,오후 11:31,최서진,"2,995","2,280",뉴시스,https://n.news.naver.com/mnews/article/003/0012556456?sid=100
"대통령실, ‘해외 직구 혼선’ 사과…여당도 “주저 없이 비판할 것”","['0', '0', '0', '0', '0']",1,오후 11:24,정새배,"1,345",643,KBS,https://n.news.naver.com/mnews/article/056/0011724669?sid=100
"北 해킹 조직, 군 관계자 300여명 이메일 해킹…""경찰 수사 중""","['0', '0', '0', '0', '0']",2,오후 11:23,현예슬,"21,576","2,053",중앙일보,https://n.news.naver.com/mnews/article/025/0003361495?sid=100
‘타지마할 공방’ 계속…“김건희 여사 물타기”·“단독 외교 아닌 단독 외유”,"['1', '0', '3', '0', '0']",16,오후 11:19,김민철,"1,285",620,KBS,https://n.news.naver.com/mnews/article/056/0011724666?sid=100
야 7당 “특검법 거부는 총선 민심 거부”…여 “진실 규명 아니라 정쟁용”,"['0', '0', '0', '0', '0']",0,오후 11:16,민정희,"1,666","5,623",KBS,https://n.news.naver.com/mnews/article/056/0011724665?sid=100
"도미니카共 대통령 연임 성공…""이웃 아이티와의 국경보안 강화""(종합)","['0', '0', '0', '1', '0']",0,오후 11:15,이재림,"2,066","4,477",연합뉴스,https://n.news.naver.com/mnews/article/001/0014697590?sid=100
軍장성 개인 이메일마저 북한 해커조직에 털렸다,"['0', '0', '0', '1', '3']",15,오후 11:10,김성훈,"1,544","2,071",매일경제,https://n.news.naver.com/mnews/article/009/0005306147?sid=100
"여야, 22대 국회 원 구성 협상 돌입...내일 2+2 회동","['0', '0', '0', '0', '0']",0,오후 11:03,김경수,"1,442","1,203",YTN,https://n.news.naver.com/mnews/article/052/0002037882?sid=100
"尹, 지방시대위원장·행안장관에게 '대구·경북 통합 지원' 지시","['0', '0', '0', '0', '0']",0,오후 11:03,박정환,"2,405","2,181",노컷뉴스,https://n.news.naver.com/mnews/article/079/0003896887?sid=100
"尹, 해병대원 특검법 거부키로...야권, 탄핵 거론하며 압박","['1', '0', '80', '2', '2']",175,오후 11:03,김동하,"4,925","2,050",조선일보,https://n.news.naver.com/mnews/article/023/0003835290?sid=100
